video,target_candidate,target_rank,target_score,best_nonmatch,best_nonmatch_score,score_margin,overlap_s,lag_s,chroma,mel,onset_corr,rms_corr,status
111_full,111,1,0.8351322114467621,BLVCK,0.7846649289131165,0.05046728253364563,173.0,-23.0,0.7093412280082703,0.960923194885254,0.3477348983287811,0.6958943009376526,SUPPORTED
111_short,111,1,0.7707204818725586,BLVCK,0.7627904117107391,0.007930070161819458,6.5,166.5,0.6910480856895447,0.8503928780555725,-0.0169183276593685,-0.3344774842262268,AMBIGUOUS_SHORT_EXCERPT
REM618_short,REM618_R1,1,0.9886412024497986,BLVCK,0.8940232396125793,0.09461796283721924,10.0,0.0,0.9777945280075072,0.9994878768920898,0.999115228652954,0.9748254418373108,STRONGLY_SUPPORTED
